"GENERO","PAIS PROCEDENCIA","DEPARTAMENTO","RANGO EDAD","MOTIVO VIAJE","NOCHES","TIPO ALOJAMIENTO","GASTO TURISTICO GENERADO","MEDIO","AÑO"
"FEMENINO","COLOMBIA","NARIÑO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS","$ 500,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","CUNDINAMARCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CHOCO","15-26","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS","$ 400,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ATLANTICO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","CASA FAMILIARES / AMIGOS","$ 400,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","51-62","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","TOLIMA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","SANTANDER","15-26","DE PASO","1","HOTEL","$ 300,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","2","FINCA AGRO TURÃSTICA / ALOJAMIENTO RURAL","$ 350,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CORDOBA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","SANTANDER","15-26","DE PASO","1","HOTEL","$ 300,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CHOCO","27-38","ASISTIR A EVENTOS CULTURALES COMO ARTISTA O COMO ASISTENTE","9","HOTEL","$ 800,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","1","CASA FAMILIARES / AMIGOS","$ 200,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","51-62","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","RISARALDA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","RISARALDA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","51-62","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","0","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","27-38","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","8","HOSTAL / ALBERGUE / REFUGIO / POSADA TURISTICA","$ 1,700,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","NARIÑO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","SANTANDER","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","RISARALDA","51-62","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","15-26","ASISTIR A EVENTOS CULTURALES COMO ARTISTA O COMO ASISTENTE","10","HOTEL","$ 500,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","ATLANTICO","39-50","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","7","HABITACION SIN PAGAR EN VIVIENDA FAMILIAR QUE NO ES ALLEGADA MIA","$ 2,500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NORTE DE SANTANDER","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","RISARALDA","27-38","VACACIONES, RECREO Y OCIO","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","RISARALDA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","15-26","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","RISARALDA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","TOLIMA","15-26","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","51-62","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","NARIÑO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ATLANTICO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 2,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,200,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CALDAS","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","TOLIMA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","NARIÑO","51-62","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","TOLIMA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","HUILA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CUNDINAMARCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","BOLIVAR","27-38","VACACIONES, RECREO Y OCIO","3","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","RISARALDA","27-38","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","0","SIN INFORMACION","$ 250,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","RISARALDA","27-38","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","0","SIN INFORMACION","$ 200,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CUNDINAMARCA","15-26","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","3","HOSTAL / ALBERGUE / REFUGIO / POSADA TURISTICA","$ 1,000,000","REDES SOCIALES","2021"
"FEMENINO","COLOMBIA","CUNDINAMARCA","39-50","VACACIONES, RECREO Y OCIO","2","HOSTAL / ALBERGUE / REFUGIO / POSADA TURISTICA"," $ -   ","MEDIOS DE COMUNICACION MASIVO, PRENSA.","2021"
"MASCULINO","COLOMBIA","NARIÑO","","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","7","HABITACION SIN PAGAR EN VIVIENDA FAMILIAR QUE NO ES ALLEGADA MIA","$ 2,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 500,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","BOYACA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","mas de 63","VISITAR A FAMILIARES Y/O AMIGOS","1","CASA FAMILIARES / AMIGOS","$ 350,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","SANTANDER","27-38","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","0","SIN INFORMACION","$ 300,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","CAUCA","51-62","VISITAR A FAMILIARES Y/O AMIGOS","2","CASA FAMILIARES / AMIGOS","$ 150,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","1","CASA FAMILIARES / AMIGOS","$ 150,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","SALUD, BIENESTAR Y ATENCION MEDICA (INCLUYE LA CIRUGIA ESTETICA)","","HOSTAL / ALBERGUE / REFUGIO / POSADA TURISTICA","$ 3,000,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","BOYACA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CALDAS","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","SUCRE","39-50","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 2,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","39-50","SALUD, BIENESTAR Y ATENCION MEDICA (INCLUYE LA CIRUGIA ESTETICA)","0","SIN INFORMACION","$ 200,000","YA LOS CONOCIA","2021"
"FEMENINO","VENEZUELA","CARACAS","15-26","DE PASO","1","OTRO","$ 160,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","VENEZUELA","CARACAS","27-38","DE PASO","1","OTRO","$ 160,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","CASA FAMILIARES / AMIGOS","$ 150,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","39-50","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","1","HOTEL","$ 400,000","YA LOS CONOCIA","2021"
"FEMENINO","ARGENTINA","SIN INFORMACION","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 5,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","HUILA","27-38","TURISMO DE NEGOCIOS: REALIZAR INVERSION VENDER Y/O COMPRAR BIENES O PRESTAR SERVICIOS","90","OTRO","$ 900,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","HUILA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 2,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","RISARALDA","27-38","VACACIONES, RECREO Y OCIO","3","CASA FAMILIARES / AMIGOS","$ 300,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","HUILA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","HUILA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CALDAS","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,200,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","15-26","VISITAR A FAMILIARES Y/O AMIGOS","2","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,200,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","VENEZUELA","SIN INFORMACION","39-50","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","VENEZUELA","SIN INFORMACION","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,200,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","SANTANDER","27-38","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","SANTANDER","39-50","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","5","HOTEL","$ 1,000,000","YA LOS CONOCIA","2021"
"FEMENINO","VENEZUELA","CARACAS","15-26","DE PASO","1","CASA FAMILIARES / AMIGOS","$ 200,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","RISARALDA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","CASA FAMILIARES / AMIGOS","$ 350,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","CUNDINAMARCA","51-62","EDUCACION / FORMACION","2","CASA FAMILIARES / AMIGOS","$ 400,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","NORTE DE SANTANDER","39-50","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","0","SIN INFORMACION","$ 150,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","HUILA","15-26","COMPRAR BIENES O SERVICIOS PARA EMPRESAS QUE NO ES DEL VALLE O COMO INDEPENDIENTE","2","CASA FAMILIARES / AMIGOS","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","HUILA","39-50","COMPRAR BIENES O SERVICIOS PARA EMPRESAS QUE NO ES DEL VALLE O COMO INDEPENDIENTE","2","CASA FAMILIARES / AMIGOS","$ 1,000,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VACACIONES, RECREO Y OCIO","0","SIN INFORMACION","$ 250,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","SANTANDER","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,200,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","VENEZUELA","ZULIA","15-26","VISITAR A FAMILIARES Y/O AMIGOS","30","CASA FAMILIARES / AMIGOS","$ 400,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","HUILA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","HUILA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CUNDINAMARCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS","$ 500,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","CAUCA","15-26","VACACIONES, RECREO Y OCIO","0","SIN INFORMACION","$ 150,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","HUILA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","1","CASA FAMILIARES / AMIGOS","$ 300,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","NARIÑO","15-26","COMPRAR BIENES O SERVICIOS PARA EMPRESAS QUE NO ES DEL VALLE O COMO INDEPENDIENTE","1","CASA FAMILIARES / AMIGOS","$ 3,000,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","CALDAS","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","NARIÑO","27-38","COMPRAR BIENES O SERVICIOS PARA EMPRESAS QUE NO ES DEL VALLE O COMO INDEPENDIENTE","1","CASA FAMILIARES / AMIGOS","$ 3,000,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,100,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,200,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","SANTANDER","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CHOCO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 1,200,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CORDOBA","27-38","DE PASO","0","SIN INFORMACION","$ 200,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VACACIONES, RECREO Y OCIO","3","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","HOTEL","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","RISARALDA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","RISARALDA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","5","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","BOGOTA D.C","15-26","VISITAR A FAMILIARES Y/O AMIGOS","5","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","BOGOTA D.C","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CALDAS","27-38","VISITAR A FAMILIARES Y/O AMIGOS","5","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","5","HOTEL","$ 900,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","4","CASA FAMILIARES / AMIGOS","$ 500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","4","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
